UF;Cidade;PIB;População (2009);PIB percapita
RONDÔNIA;Presidente Médici;245843.89;22519;10917.18
CEARÁ;Maracanaú;3534385.00;201693;17523.59
SÃO PAULO;Itariri;94274.33;16284;5789.38
PARANÁ;Francisco Alves;56896.13;6389;8905.33
ESPIRITO SANTO;Ecoporanga;227060625.00;23891;9504.02
SÃO PAULO;Votorantim;1810173375.00;105193;17208.12
PARANÁ;Flor da Serra do Sul;52964.69;4742;11169.27
ACRE;Brasiléia;194979.83;20238;9634.34
CEARÁ;Pacujá;21133.74;6233;3390.62
PARAÍBA;Juazeirinho;64330.44;16476;3904.49
SANTA CATARINA;Xanxerê;916734.44;42174;21736.96
BAHIA;Wenceslau Guimarães;144764.98;24802;5836.83
CEARÁ;Itatira;66732.17;18875;3535.48
SANTA CATARINA;Agronômica;80491.53;4925;16343.46
CEARÁ;Aiuaba;48629.44;16423;2961.06
CEARÁ;Potengi;34289.66;10144;3380.29
MINAS GERAIS;Lajinha;159347.22;17678;9013.87
CEARÁ;Altaneira;21733.01;6834;3180.13
BAHIA;Santa Cruz Cabrália;153209375.00;26250;5836.55
ALAGOAS;Chã Preta;26925.03;7073;3806.73
MINAS GERAIS;Miraí;116036.10;13502;8593.99
TOCANTINS;Colméia;72166.51;8961;8053.40
RIO GRANDE DO NORTE;Taboleiro Grande;12153.43;2380;5106.49
PARANÁ;Alto Paraná;104750.41;13435;7796.83
CEARÁ;Morada Nova;351117.84;63126;5562.17
PARANÁ;Jaguapitã;200335.11;12414;16137.84
MATO GROSSO;Arenápolis;81260.31;9903;8205.63
SÃO PAULO;Mongaguá;447405.16;44087;10148.23
AMAZONAS;Maués;226922.83;49666;4568.98
MINAS GERAIS;Simão Pereira;20950.87;2594;8076.66
CEARÁ;Beberibe;211808.11;48760;4343.89
SÃO PAULO;Pontes Gestal;84910.58;2557;33207.11
PERNAMBUCO;Vicência;155211.25;27883;5566.52
RIO GRANDE DO SUL;Pejuçara;123046.20;3946;31182.51
RONDÔNIA;Primavera de Rondônia;45551.33;3765;12098.63
PARAÍBA;Capim;22519.71;5458;4126.00
RIO GRANDE DO SUL;Faxinalzinho;27758.23;2607;10647.57
BAHIA;São Félix do Coribe;68296.67;13504;5057.51
PARANÁ;Joaquim Távora;159289.14;10755;14810.71
SÃO PAULO;Itirapuã;58454.16;5903;9902.45
SÃO PAULO;Mira Estrela;32981.23;2663;12384.99
SÃO PAULO;Mirandópolis;242961.58;26761;9078.94
PARANÁ;Antonina;187649.94;17743;10576.00
SÃO PAULO;Itapecerica da Serra;3207249.50;161983;19799.91
MATO GROSSO DO SUL;Guia Lopes da Laguna;103997.73;10407;9993.06
SÃO PAULO;Ibiúna;703188.06;67392;10434.30
MINAS GERAIS;Santa Bárbara do Tugúrio;28011.53;4574;6124.08
MATO GROSSO;Água Boa;367902125.00;20276;18144.71
PIAUÍ;Cocal dos Alves;17449.09;5525;3158.21
RIO GRANDE DO NORTE;São Pedro;27908.86;6590;4235.03
RIO DE JANEIRO;Paraíba do Sul;487127.44;41679;11687.60
RIO GRANDE DO NORTE;Luís Gomes;38557.83;10144;3801.05
MINAS GERAIS;Patrocínio;1291521.00;86467;14936.58
RIO GRANDE DO SUL;Entre Rios do Sul;76808.62;3087;24881.31
PARAÍBA;Nazarezinho;29003875.00;7248;4001.64
RONDÔNIA;Espigão D'Oeste;319634.03;28892;11063.06
BAHIA;Mata de São João;303156.75;39585;7658.37
MINAS GERAIS;Desterro de Entre Rios;34978.39;7173;4876.40
TOCANTINS;Alvorada;122968.60;8161;15067.83
PARAÍBA;São Domingos;12841.70;2822;4550.57
BAHIA;Nova Itarana;24762.72;7875;3144.47
RIO GRANDE DO SUL;Venâncio Aires;1643010.00;67682;24275.44
PARANÁ;Piên;280972.44;11811;23789.05
PARÁ;Tailândia;351910.19;72720;4839.25
MINAS GERAIS;Pirapora;897816875.00;53708;16716.63
RIO GRANDE DO SUL;Arroio do Padre;26049.46;2882;9038.67
SÃO PAULO;Casa Branca;566633.94;28189;20101.24
PARÁ;Magalhães Barata;23328.38;7895;2954.83
RIO DE JANEIRO;Rio Bonito;834572375.00;55051;15159.99
PERNAMBUCO;Gravatá;382127.22;75229;5079.52
BAHIA;Castro Alves;110339.48;24978;4417.47
RIO GRANDE DO SUL;Estrela Velha;74811.68;3777;19807.17
GOIÁS;Nova Crixás;163690.33;13432;12186.59
SÃO PAULO;Rosana;778538875.00;18918;41153.34
MARANHÃO;Sucupira do Norte;31425.10;10535;2982.92
MARANHÃO;Passagem Franca;61833.86;17898;3454.79
MATO GROSSO;Pontal do Araguaia;42808.27;5322;8043.64
MATO GROSSO;Peixoto de Azevedo;220627.17;30363;7266.32
SANTA CATARINA;Descanso;135342.98;8898;15210.50
MINAS GERAIS;Perdigão;60268.73;7961;7570.50
PERNAMBUCO;Jaqueira;47317.82;12642;3742.91
MINAS GERAIS;Divino das Laranjeiras;29345.26;5092;5763.01
MINAS GERAIS;Monte Sião;178911.00;20135;8885.57
MARANHÃO;Central do Maranhão;23766.75;9246;2570.49
RORAIMA;Caroebe;77312.14;7569;10214.31
SÃO PAULO;Itu;4131263.25;157384;26249.58
PIAUÍ;Wall Ferraz;16078.16;4636;3468.11
PERNAMBUCO;Lagoa Grande;200862.23;22408;8963.86
RIO GRANDE DO SUL;Doutor Ricardo;26910.12;2101;12808.24
MINAS GERAIS;Ritápolis;32851.62;5149;6380.19
SERGIPE;Tobias Barreto;243702.86;49261;4947.18
RIO GRANDE DO NORTE;Pau dos Ferros;190029.67;27809;6833.39
MINAS GERAIS;Ipaba;59279.87;15422;3843.85
MARANHÃO;Formosa da Serra Negra;64831.62;17792;3643.86
MATO GROSSO;Porto dos Gaúchos;134702.20;6383;21103.27
ALAGOAS;Monteirópolis;22985.13;7292;3152.10
GOIÁS;Guarani de Goiás;29066.03;4093;7101.40
RIO GRANDE DO NORTE;Lagoa de Velhos;14934.08;2789;5354.64
PARAÍBA;Serraria;28761.53;6798;4230.88
SÃO PAULO;Lorena;1190193375.00;82770;14379.53
ACRE;Acrelândia;151120.02;12241;12345.40
PARANÁ;Bom Sucesso;54343.41;6676;8140.12
MATO GROSSO DO SUL;Inocência;141434.30;7501;18855.39
MATO GROSSO DO SUL;Brasilândia;197891875.00;12538;15783.37
RIO GRANDE DO SUL;Áurea;44621.90;3789;11776.70
MINAS GERAIS;Monte Alegre de Minas;361592.75;19051;18980.25
SÃO PAULO;Pedranópolis;31103.59;2834;10975.16
SÃO PAULO;Moji Mirim;2281638.50;88373;25818.27
SÃO PAULO;Arealva;128288.98;7886;16267.94
GOIÁS;Mambaí;29512.58;7096;4159.05
RIO GRANDE DO SUL;São João da Urtiga;59495.82;5123;11613.47
MARANHÃO;São Bernardo;89596.76;26615;3366.40
PIAUÍ;São José do Piauí;26354.14;7028;3749.88
PARÁ;Bagre;45750.64;20386;2244.22
PARANÁ;Goioxim;74918.09;8240;9092.00
SÃO PAULO;Adolfo;68426.15;3710;18443.71
BAHIA;Cairu;409264625.00;14736;27773.11
PERNAMBUCO;Escada;327138.03;62604;5225.51
RIO GRANDE DO SUL;São José das Missões;28139.49;3039;9259.46
SÃO PAULO;Guariba;502869.16;34508;14572.54
MARANHÃO;Tutóia;135141.72;48424;2790.80
MINAS GERAIS;São José do Divino;23774.84;3881;6125.96
MINAS GERAIS;Descoberto;33449.55;5126;6525.47
MINAS GERAIS;Divinésia;19550.94;3409;5735.10
MATO GROSSO;Colíder;338273.47;32096;10539.43
PARANÁ;Grandes Rios;53536.44;7839;6829.50
SANTA CATARINA;Ipira;42986.97;4771;9010.05
BAHIA;Mirante;26649.93;8375;3182.08
AMAZONAS;Pauini;69596.59;19111;3641.70
RIO GRANDE DO SUL;Sertão;121542.20;6644;18293.53
MINAS GERAIS;Cristália;28999.58;5961;4864.88
MINAS GERAIS;Urucuia;67718.23;12203;5549.31
PARÁ;São João da Ponta;17295.59;5038;3433.03
SÃO PAULO;Nova Campina;137261.81;9267;14811.89
MINAS GERAIS;Nanuque;362926.00;41329;8781.39
PARANÁ;Pinhal de São Bento;21329.30;2600;8203.58
MATO GROSSO DO SUL;Juti;60655.35;5569;10891.61
MINAS GERAIS;Novo Oriente de Minas;40001.79;10763;3716.60
SÃO PAULO;Itobi;67564.77;7708;8765.54
SÃO PAULO;Ribeirão Bonito;120750.14;11857;10183.87
BAHIA;Gongogi;26375.15;6170;4274.74
MINAS GERAIS;Igaratinga;65943.74;9045;7290.63
SANTA CATARINA;Morro Grande;71876.84;2775;25901.57
BAHIA;Porto Seguro;805236.44;122896;6552.18
SANTA CATARINA;Ponte Alta do Norte;56893.36;3677;15472.76
AMAZONAS;Tapauá;87235.61;19884;4387.23
GOIÁS;Caçu;163472.56;11343;14411.76
TOCANTINS;Lagoa do Tocantins;17725.50;3352;5288.04
PARANÁ;São Pedro do Paraná;30827.73;2561;12037.38
MINAS GERAIS;Guarda-Mor;214778.02;6778;31687.52
MINAS GERAIS;Divinópolis;2819794.25;216099;13048.62
RIO GRANDE DO SUL;São Sebastião do Caí;354538.72;21272;16666.92
PARAÍBA;Casserengue;26546.51;6985;3800.50
RIO GRANDE DO SUL;Jaguari;137539.42;11762;11693.54
ESPIRITO SANTO;Rio Novo do Sul;86314.18;11447;7540.33
SÃO PAULO;Itajobi;203594.89;14683;13866.03
CEARÁ;Tejuçuoca;46976.10;16180;2903.34
PERNAMBUCO;Orobó;91671.57;22239;4122.11
MINAS GERAIS;Olaria;15796.70;2479;6372.21
MINAS GERAIS;Santana do Deserto;20955.64;3977;5269.21
PARÁ;Capanema;407624.25;64429;6326.72
PARANÁ;Porto Rico;29435.00;2521;11675.92
MATO GROSSO;Santa Rita do Trivelato;272048.44;2751;98890.75
PARANÁ;Cambará;319224.59;25102;12717.10
RORAIMA;Rorainópolis;231527.22;26546;8721.74
SÃO PAULO;Ferraz de Vasconcelos;1381021625.00;179231;7705.26
BAHIA;Igaporã;48868.12;14970;3264.40
PARAÍBA;Vista Serrana;12908.87;3364;3837.36
PARANÁ;Alto Piquiri;107586.56;10406;10338.90
SÃO PAULO;São Francisco;26442.51;2894;9137.01
SÃO PAULO;Ocauçu;44971.86;4341;10359.79
SANTA CATARINA;Itaiópolis;336894.97;20551;16393.12
TOCANTINS;Aurora do Tocantins;26203.36;3523;7437.80
TOCANTINS;Muricilândia;29540.21;2958;9986.55
SÃO PAULO;Ipiguá;34386.94;4253;8085.34
PARÁ;Conceição do Araguaia;230119125.00;47237;4871.59
RIO DE JANEIRO;Miguel Pereira;265608.03;25866;10268.62
PIAUÍ;Barra D'Alcântara;14653.90;3886;3770.95
PARANÁ;São Pedro do Ivaí;156357.17;9921;15760.22
MINAS GERAIS;Barroso;212967875.00;20253;10515.37
MINAS GERAIS;Piranga;74883.70;17836;4198.46
SÃO PAULO;Pedreira;608301.19;40752;14926.90
RIO GRANDE DO NORTE;Bento Fernandes;27000.75;5199;5193.45
MARANHÃO;Matões do Norte;37177.90;11295;3291.54
SÃO PAULO;Potim;150657.84;20668;7289.43
SÃO PAULO;Santa Fé do Sul;559734875.00;29192;19174.26
PARANÁ;Japira;37893.40;4797;7899.39
RIO GRANDE DO SUL;Estrela;633926.81;30603;20714.53
RIO GRANDE DO SUL;Nova Boa Vista;33201.29;2113;15712.87
GOIÁS;Catalão;3663230.50;81109;45164.29
PARANÁ;Santo Antônio do Paraíso;28536.08;2315;12326.60
MINAS GERAIS;Conceição de Ipanema;25230.14;4549;5546.30
PARANÁ;Santa Tereza do Oeste;122129.35;9320;13104.01
RIO GRANDE DO SUL;Canudos do Vale;21523.91;2004;10740.48
SANTA CATARINA;Vitor Meireles;71268.73;5756;12381.64
MATO GROSSO;Terra Nova do Norte;134435.47;15190;8850.26
SANTA CATARINA;Imbuia;90478.69;5738;15768.33
RIO GRANDE DO SUL;Bento Gonçalves;2591081.50;106999;24215.94
SÃO PAULO;Nova Granada;221840.31;18683;11873.91
PARAÍBA;Fagundes;46244.49;12183;3795.82
MINAS GERAIS;Alagoa;23611.45;2926;8069.53
MINAS GERAIS;Liberdade;38933.77;5397;7213.96
MINAS GERAIS;Santana do Riacho;23585.90;4405;5354.35
CEARÁ;Pacatuba;479294.34;71839;6671.78
TOCANTINS;Palmas;2964230.75;188645;15713.27
MINAS GERAIS;Capinópolis;217788.64;16043;13575.31
MARANHÃO;Cidelândia;81823.41;12866;6359.66
SANTA CATARINA;União do Oeste;37974.44;3084;12313.37
CEARÁ;Santana do Cariri;67936.00;18369;3698.40
BAHIA;Poções;216375.11;46390;4664.26
PARANÁ;Paulo Frontin;87603.85;7398;11841.56
SÃO PAULO;Quatá;327698.06;12539;26134.31
SANTA CATARINA;Jaguaruna;197815.75;16418;12048.71
SANTA CATARINA;Seara;578891.94;17827;32472.76
PIAUÍ;Colônia do Gurguéia;20120.28;5947;3383.27
BAHIA;Palmeiras;33296.58;8437;3946.50
AMAZONAS;Fonte Boa;115856.55;18803;6161.60
GOIÁS;Abadia de Goiás;38975.13;6301;6185.55
TOCANTINS;Barra do Ouro;26856.73;3691;7276.28
PARAÍBA;São João do Rio do Peixe;73621.56;18323;4017.99
PARANÁ;Ivatuba;31708.82;2786;11381.49
RIO GRANDE DO NORTE;Bom Jesus;41508.28;8725;4757.40
SÃO PAULO;Caçapava;2136769.25;85181;25085.05
GOIÁS;Novo Brasil;33892.66;3377;10036.32
PARÁ;Peixe-Boi;23817.72;7916;3008.81
GOIÁS;Fazenda Nova;59713.47;6399;9331.69
GOIÁS;Crixás;209922.59;15005;13990.18
PARANÁ;Pinhais;2381652.75;118319;20129.08
MINAS GERAIS;Januária;334938.75;67516;4960.88
AMAPÁ;Amapá;81456.13;7802;10440.42
MINAS GERAIS;Felício dos Santos;24365.37;5865;4154.37
PARANÁ;Formosa do Oeste;98713.55;7453;13244.81
RORAIMA;São Luiz;54417.32;5979;9101.41
MARANHÃO;Coelho Neto;157696.42;45624;3456.44
MINAS GERAIS;Chalé;29614.70;5598;5290.23
SANTA CATARINA;Coronel Martins;32803.57;2583;12699.80
RIO GRANDE DO SUL;Novo Tiradentes;25313.73;2387;10604.83
CEARÁ;Milhã;49370.16;14826;3329.97
MINAS GERAIS;Três Marias;886700.81;28042;31620.46
PERNAMBUCO;Brejinho;26529.22;7369;3600.11
GOIÁS;Campo Alegre de Goiás;233007375.00;6286;37067.67
MINAS GERAIS;Fortuna de Minas;23232.99;2541;9143.25
RIO GRANDE DO NORTE;Mossoró;2910955.50;244287;11916.13
MINAS GERAIS;Grupiara;16615.04;1468;11318.15
SÃO PAULO;Guaratinguetá;2336862.50;113357;20615.07
BAHIA;Jussari;33357.06;6914;4824.57
SANTA CATARINA;Mondaí;267737.50;9515;28138.46
PARAÍBA;Conceição;72604.32;17988;4036.26
SÃO PAULO;São Pedro;348302.53;31575;11030.96
RIO GRANDE DO SUL;Teutônia;613187.81;27215;22531.25
SÃO PAULO;Pontalinda;38302.29;4200;9119.59
MINAS GERAIS;Arapuá;42282.94;2778;15220.64
MARANHÃO;Monção;94031.52;28602;3287.59
MARANHÃO;Pindaré-Mirim;115792.72;32236;3592.03
RIO GRANDE DO SUL;São João do Polêsine;35900.15;2782;12904.44
MARANHÃO;Sítio Novo;63305.64;16086;3935.45
SANTA CATARINA;Xavantina;80354.28;4316;18617.77
PIAUÍ;Joaquim Pires;40390.92;14276;2829.29
SÃO PAULO;Batatais;895422.44;56476;15854.92
GOIÁS;Nova América;16354.48;2278;7179.32
BAHIA;Amélia Rodrigues;120464.75;24491;4918.74
SÃO PAULO;Elias Fausto;528139.19;15312;34491.85
MARANHÃO;Cachoeira Grande;26988.92;9286;2906.41
SÃO PAULO;Santa Lúcia;64988.96;8154;7970.19
MINAS GERAIS;Itacambira;27237.48;5303;5136.24
MINAS GERAIS;Matutina;38726.01;3789;10220.64
RIO GRANDE DO SUL;São Valentim;45793.00;3996;11459.71
PARANÁ;Corumbataí do Sul;30388.60;4220;7201.09
PARAÍBA;Cajazeiras;426916625.00;57875;7376.53
SÃO PAULO;Jales;668454875.00;49996;13370.17
SANTA CATARINA;Santo Amaro da Imperatriz;209857.84;18436;11383.05
PERNAMBUCO;;86340.60;19026;4538.03
MINAS GERAIS;Francisco Badaró;36256.88;10604;3419.17
MATO GROSSO DO SUL;Tacuru;94785.07;9554;9920.98
RIO GRANDE DO NORTE;Lagoa de Pedras;27062.74;7282;3716.39
RIO GRANDE DO NORTE;Extremoz;134227.41;22751;5899.85
SÃO PAULO;Aparecida d'Oeste;46590.22;4598;10132.72
PARANÁ;Ivaté;118656.67;8294;14306.33
MARANHÃO;Bacabal;505599.81;98489;5133.57
GOIÁS;Aloândia;17409.12;2118;8219.60
MINAS GERAIS;São Gotardo;373019.53;32580;11449.34
SÃO PAULO;Arandu;68926.94;6212;11095.77
BAHIA;Guanambi;491441.56;79886;6151.79
RONDÔNIA;Ouro Preto do Oeste;406834.22;36725;11077.85
BAHIA;Ichu;19514.67;6148;3174.15
BAHIA;Riacho de Santana;136802.36;30602;4470.37
MINAS GERAIS;Matozinhos;518959375.00;35233;14729.36
RIO GRANDE DO SUL;Itacurubi;51409.29;3712;13849.49
SÃO PAULO;Coronel Macedo;58621.41;5343;10971.63
PARAÍBA;São Miguel de Taipu;24999.92;6812;3669.98
RIO GRANDE DO SUL;Charqueadas;723649875.00;36045;20076.29
RIO GRANDE DO SUL;Alpestre;87360.33;8880;9837.87
PARANÁ;Santa Amélia;31057.01;4105;7565.65
PERNAMBUCO;Itapetim;49816.16;14063;3542.36
PARANÁ;Rio Bonito do Iguaçu;118062.19;15121;7807.83
PIAUÍ;Guaribas;13286.67;4491;2958.51
CEARÁ;Cruz;76905.46;23540;3267.01
GOIÁS;Buriti Alegre;141374.42;8454;16722.79
GOIÁS;Terezópolis de Goiás;47221.21;5951;7935.00
GOIÁS;Rialma;119340.18;10911;10937.60
CEARÁ;Ocara;75618.84;24636;3069.44
PERNAMBUCO;Afogados da Ingazeira;174596.23;35528;4914.33
MINAS GERAIS;Nova Era;238511.48;18579;12837.69
CEARÁ;Paraipaba;141155.41;29892;4722.18
PERNAMBUCO;Sertânia;161626.97;35914;4500.39
BAHIA;Andorinha;71736.67;14201;5051.52
MARANHÃO;Buriti;99994.80;26202;3816.30
PARAÍBA;Monteiro;165522.66;31100;5322.27
SÃO PAULO;Mirante do Paranapanema;122058.88;18131;6732.05
MATO GROSSO;Barão de Melgaço;59532.46;7851;7582.79
GOIÁS;Estrela do Norte;24145.83;3223;7491.73
RIO GRANDE DO NORTE;Currais Novos;289145.56;43536;6641.53
SÃO PAULO;Itatiba;2928060.75;99047;29562.34
PARÁ;Óbidos;205298.02;48429;4239.15
SANTA CATARINA;Braço do Norte;502818.31;29317;17151.08
PARAÍBA;Duas Estradas;19897.07;3855;5161.37
PIAUÍ;Fronteiras;164702.81;11502;14319.49
MINAS GERAIS;Serra da Saudade;10433.85;890;11723.42
SERGIPE;São Miguel do Aleixo;23908.32;3813;6270.21
PARANÁ;Campo Mourão;1710904875.00;85896;19918.33
SÃO PAULO;Osasco;31616452.00;718646;43994.47
MINAS GERAIS;Elói Mendes;248070.19;25532;9716.05
AMAZONAS;São Paulo de Olivença;109349.29;32958;3317.84
PARANÁ;Nova Londrina;164492.28;12898;12753.32
MINAS GERAIS;Jenipapo de Minas;29253.85;7242;4039.47
SÃO PAULO;Analândia;70821875.00;4558;15537.93
BAHIA;Tabocas do Brejo Velho;44926.99;12608;3563.37
MINAS GERAIS;Estrela do Sul;131656.03;7439;17698.08
SANTA CATARINA;Matos Costa;27616.20;2826;9772.19
PERNAMBUCO;Jupi;70330.22;14461;4863.44
MINAS GERAIS;Fervedouro;55018.79;10754;5116.12
MINAS GERAIS;Lambari;154348.23;19244;8020.59
MINAS GERAIS;Ponto dos Volantes;41717.66;11458;3640.92
BAHIA;Brotas de Macaúbas;41737.31;10949;3811.97
PARAÍBA;Teixeira;57575.51;14177;4061.19
BAHIA;Lajedo do Tabocal;47203.65;8999;5245.43
MARANHÃO;Tuntum;133867625.00;39380;3399.38
MINAS GERAIS;Conceição dos Ouros;100532.85;10869;9249.50
MINAS GERAIS;São José da Lapa;264196.19;19234;13735.89
MINAS GERAIS;Guiricema;56681.55;9116;6217.81
RONDÔNIA;Nova Brasilândia D'Oeste;163247.67;17698;9224.07
MINAS GERAIS;São João Batista do Glória;314871.53;7198;43744.31
SÃO PAULO;Poá;2275422.00;112481;20229.39
RIO GRANDE DO SUL;Coqueiros do Sul;45537.93;3342;13625.95
CEARÁ;Umirim;60732.41;19044;3189.06
MINAS GERAIS;Augusto de Lima;34932.57;4599;7595.69
RIO GRANDE DO SUL;Três Palmeiras;59938.81;4469;13412.13
SÃO PAULO;Taguaí;120494.61;10849;11106.52
PARAÍBA;Pirpirituba;40174.57;10546;3809.46
SANTA CATARINA;Formosa do Sul;33405.03;2683;12450.62
MARANHÃO;Benedito Leite;18226.36;5567;3274.00
ALAGOAS;Palestina;15465.23;5071;3049.74
RIO GRANDE DO SUL;Constantina;117948.49;10191;11573.79
GOIÁS;Pilar de Goiás;22013.68;2821;7803.50
SÃO PAULO;Guatapará;92286.72;6382;14460.47
SERGIPE;Ribeirópolis;113096.48;16194;6983.85
SANTA CATARINA;Campo Alegre;169965.05;11713;14510.80
BAHIA;Piraí do Norte;36207.77;8818;4106.12
MINAS GERAIS;São Brás do Suaçuí;70678.12;3657;19326.80
RIO GRANDE DO SUL;Sobradinho;170510.50;14744;11564.74
SÃO PAULO;Cândido Rodrigues;48428.26;2770;17483.13
MINAS GERAIS;Coração de Jesus;137973.41;27110;5089.39
SANTA CATARINA;Joaçaba;851195.81;25322;33614.87
MINAS GERAIS;Francisco Sá;159273.59;25994;6127.32
SERGIPE;Estância;793643.56;63582;12482.21
SANTA CATARINA;Abelardo Luz;412689.84;16899;24420.96
PARAÍBA;Olho d'Água;28109.67;7642;3678.31
ALAGOAS;Capela;73067.95;17366;4207.53
RIO GRANDE DO SUL;Cruz Alta;1524519.25;64438;23658.70
PIAUÍ;Arraial;15607.98;5165;3021.87
SÃO PAULO;Santa Cruz do Rio Pardo;821050.50;43483;18882.10
MARANHÃO;Lago do Junco;38999.54;9888;3944.13
MINAS GERAIS;Juramento;28704.66;4108;6987.50
GOIÁS;Sanclerlândia;88431.56;7936;11143.09
PIAUÍ;Cajueiro da Praia;22541.14;7286;3093.76
MINAS GERAIS;Santa Cruz de Salinas;22361.56;5466;4091.03
MINAS GERAIS;Umburatiba;18525.69;2844;6513.96
PIAUÍ;Pedro Ii;113815.44;37850;3007.01
SÃO PAULO;Álvaro de Carvalho;36335.71;4984;7290.47
MINAS GERAIS;Abadia dos Dourados;71222.17;6805;10466.15
PARANÁ;Santa Cruz de Monte Castelo;86949.41;8015;10848.34
PARANÁ;Califórnia;56040.74;7767;7215.24
PARANÁ;Nova Fátima;64224.47;8259;7776.30
SÃO PAULO;Americana;6126170.50;205229;29850.41
TOCANTINS;Fátima;33895.98;4123;8221.19
MATO GROSSO;Nova Xavantina;223776.72;19398;11536.07
RIO GRANDE DO SUL;Cerrito;51965.36;6767;7679.23
RIO GRANDE DO NORTE;Arês;162538.61;12732;12766.15
RIO GRANDE DO SUL;Lagoão;59938.05;6702;8943.31
PARÁ;Dom Eliseu;229661.16;39088;5875.49
MINAS GERAIS;Almenara;211526.86;38531;5489.78
PERNAMBUCO;Passira;105706.26;28518;3706.65
GOIÁS;Nerópolis;338301.91;20260;16698.02
MINAS GERAIS;Guaraciaba;44316.84;10820;4095.83
PARANÁ;Francisco Beltrão;1176560375.00;76311;15417.97
SÃO PAULO;Salto de Pirapora;479193375.00;39616;12095.96
MINAS GERAIS;Ferros;58730.27;11531;5093.25
SÃO PAULO;Avaí;46511.03;5170;8996.33
RIO GRANDE DO SUL;Guaporé;334787625.00;22589;14820.83
SÃO PAULO;Pirapozinho;393270.97;25236;15583.73
PARÁ;São Geraldo do Araguaia;130322.45;25027;5207.27
PARANÁ;Santa Terezinha de Itaipu;254992.92;20539;12415.06
GOIÁS;Alto Horizonte;411189625.00;3392;121223.36
PARANÁ;Ângulo;32694.73;2893;11301.32
SÃO PAULO;Reginópolis;64745.56;8172;7922.85
PARAÍBA;Caturité;32676.78;4629;7059.14
RIO GRANDE DO SUL;Ivoti;364619.03;20160;18086.26
GOIÁS;Mineiros;886822875.00;48329;18349.70
CEARÁ;Acaraú;230465.72;54753;4209.19
TOCANTINS;Tupiratins;30757.44;2143;14352.51
RIO DE JANEIRO;Itaboraí;2013343625.00;228996;8792.05
RIO GRANDE DO SUL;Minas do Leão;81327.37;8124;10010.75
SÃO PAULO;Euclides da Cunha Paulista;61219.45;10168;6020.80
MINAS GERAIS;Oratórios;27503.38;4538;6060.68
RIO GRANDE DO SUL;Flores da Cunha;517292.50;26695;19377.88
PERNAMBUCO;Bodocó;135253.55;34988;3865.71
BAHIA;Monte Santo;161170625.00;53429;3016.54
SANTA CATARINA;Turvo;334084625.00;11427;29236.42
MINAS GERAIS;Joaíma;68067.10;15464;4401.65
MATO GROSSO DO SUL;Bandeirantes;109730.16;6001;18285.31
MATO GROSSO;Primavera do Leste;1969609.00;46933;41966.40
PARAÍBA;Pilar;48637.66;11737;4143.96
PARANÁ;Kaloré;48218.40;4718;10220.09
SÃO PAULO;Embaúba;35835.50;2442;14674.65
RIO GRANDE DO SUL;Terra de Areia;84932.11;10389;8175.20
PARANÁ;Guaraci;38261.28;5183;7382.07
BAHIA;Matina;33801.07;13245;2551.99
MATO GROSSO;Colniza;299267.50;31597;9471.39
RIO GRANDE DO SUL;Boa Vista do Sul;37583.07;2700;13919.65
CEARÁ;Itapiúna;57058.21;18610;3066.00
MINAS GERAIS;Betim;25183730.00;441748;57009.27
SÃO PAULO;Palmares Paulista;71329.03;11742;6074.69
RIO GRANDE DO SUL;São Valério do Sul;25478.38;2729;9336.16
SÃO PAULO;Severínia;182392.53;15707;11612.18
MINAS GERAIS;Guidoval;51039.98;7523;6784.52
MATO GROSSO;Conquista D'Oeste;38263.38;3289;11633.74
BAHIA;Barra do Choça;287249.94;31527;9111.24
PERNAMBUCO;Recife;24835340.00;1561659;15903.18
SÃO PAULO;Presidente Epitácio;410311.84;40891;10034.28
PARANÁ;Luiziana;146517.78;7357;19915.42
RIO GRANDE DO SUL;Sete de Setembro;23714.17;2134;11112.54
PERNAMBUCO;Belém de São Francisco;98158.42;21342;4599.31
SÃO PAULO;Tabapuã;142219.61;11980;11871.42
MINAS GERAIS;Nova Módica;25803.07;3952;6529.12
RIO GRANDE DO SUL;Ibirubá;548263.94;19358;28322.35
PARÁ;Novo Progresso;150373875.00;21504;6992.83
SÃO PAULO;São Pedro do Turvo;95514.37;7439;12839.68
MATO GROSSO;Aripuanã;342075.72;20511;16677.67
RIO DE JANEIRO;Silva Jardim;188598.50;22230;8483.96
PIAUÍ;Monsenhor Hipólito;24684.07;7425;3324.45
PARÁ;Redenção;573767.69;67064;8555.52
MINAS GERAIS;Ibiá;564040.31;23069;24450.14
MINAS GERAIS;Capetinga;60727.02;7326;8289.25
MINAS GERAIS;Japonvar;31483.63;8536;3688.34
RIO GRANDE DO SUL;Vera Cruz;418724.69;23928;17499.36
SÃO PAULO;Quintana;65366.14;5948;10989.60
SÃO PAULO;Ouro Verde;72577.44;8162;8892.11
MINAS GERAIS;Planura;348062.00;11138;31249.95
PIAUÍ;Pio Ix;70273.31;17714;3967.11
MINAS GERAIS;Japaraíba;37439.68;3866;9684.34
PARANÁ;Diamante do Sul;26999.47;3791;7121.99
GOIÁS;Palmelo;15232.96;2324;6554.63
SANTA CATARINA;Itajaí;10870486.00;172081;63170.75
MINAS GERAIS;Bom Jesus da Penha;59391.48;3980;14922.48
SANTA CATARINA;São Domingos;201767.80;9611;20993.42
